Experiment,ExperimentNum,Participant,DominantEye,SubTrial,TrialType,Condition,Congruency,Alignment,SameDifferent,thisResponse,isCorrect,reactionTime,FaceGroup,StudyUpper,StudyLower,TargetUpper,TargetLower,TargetLower2,studyDuration,targetDuration,maskDuration,trialDuration,trialEndTime,Trial,ChoseFace,MatchStudy
112_catch_test,112,1210,Right,12,Catch,monocular,congruent,aligned,Left,5,0,2.90966090548818,M1,M1186.png,M1125.png,M1119.png,M1122.png,M1186.png,0.3,0.3,0.5,2.91710547835419,2019-03-07-10:41:28,12,M1186.png,0
112_catch_test,112,1210,Right,13,Catch,monocular,congruent,aligned,Right,5,1,1.35579946528242,M4,M4197.png,M4134.png,M4197.png,M4134.png,M4136.png,0.3,0.3,0.5,1.36687912180287,2019-03-07-10:41:31,13,M4134.png,1
112_catch_test,112,1210,Right,14,Catch,monocular,incongruent,aligned,Left,4,1,1.91063604257215,M3,M3013.png,M3183.png,M3153.png,M3183.png,M3187.png,0.3,0.3,0.5,1.91695150934129,2019-03-07-10:41:35,14,M3183.png,1
112_catch_test,112,1210,Right,15,Catch,monocular,incongruent,aligned,Left,4,1,1.35003794480826,F5,F5033.png,F5068.png,F5076.png,F5068.png,F5078.png,0.3,0.3,0.5,1.35861367669122,2019-03-07-10:41:39,15,F5068.png,1
112_catch_test,112,1210,Right,16,Catch,monocular,congruent,misaligned,Right,5,1,1.63982576182161,F4,F4018.png,F4020.png,F4040.png,F4064.png,F4018.png,0.3,0.3,0.5,1.65031686822931,2019-03-07-10:41:43,16,F4064.png,0
112_catch_test,112,1210,Right,17,Catch,monocular,congruent,misaligned,Right,5,1,1.27072987471001,M1,M1186.png,M1125.png,M1119.png,M1122.png,M1186.png,0.3,0.3,0.5,1.27508651347762,2019-03-07-10:41:46,17,M1122.png,0
112_catch_test,112,1210,Right,18,Catch,monocular,congruent,misaligned,Right,5,1,0.920266975425875,M4,M4197.png,M4134.png,M4197.png,M4134.png,M4136.png,0.3,0.3,0.5,0.925241293670297,2019-03-07-10:41:49,18,M4134.png,1
112_catch_test,112,1210,Right,19,Catch,monocular,incongruent,misaligned,Right,4,0,1.63504895872484,M3,M3013.png,M3183.png,M3153.png,M3183.png,M3187.png,0.3,0.3,0.5,1.64190742288065,2019-03-07-10:41:53,19,M3187.png,0
112_catch_test,112,1210,Right,20,Catch,monocular,incongruent,misaligned,Left,4,1,1.25997633667339,F5,F5033.png,F5068.png,F5076.png,F5068.png,F5078.png,0.3,0.3,0.5,1.26680229625981,2019-03-07-10:41:56,20,F5068.png,1
112_CF_CFS_catch_test,112,1211,Right,1,Catch,CFS,congruent,aligned,Left,4,1,10.9828522999205,M2,M2198.png,M2142.png,M2198.png,M2142.png,M2201.png,0.3,0.3,0.5,10.993130877745,2019-03-07-11:10:22,14,M2142.png,1
112_CF_CFS_catch_test,112,1211,Right,2,Catch,CFS,congruent,aligned,Left,5,0,4.26013098999374,F1,F1059.png,F1015.png,F1046.png,F1002.png,F1059.png,0.3,0.3,0.5,4.26729743488886,2019-03-07-11:11:02,27,F1059.png,0
112_CF_CFS_catch_test,112,1211,Right,3,Catch,CFS,congruent,aligned,Left,5,0,2.26974070933829,M5,M5146.png,M5152.png,M5146.png,M5152.png,M5154.png,0.3,0.3,0.5,2.27534860295327,2019-03-07-11:11:34,38,M5154.png,0
112_CF_CFS_catch_test,112,1211,Right,4,Catch,CFS,incongruent,aligned,Left,4,1,6.12160472664345,M4,M4134.png,M4188.png,M4134.png,M4197.png,M4136.png,0.3,0.3,0.5,6.1257775263648,2019-03-07-11:12:20,48,M4197.png,0
112_CF_CFS_catch_test,112,1211,Right,5,Catch,CFS,incongruent,aligned,Right,5,1,1.8812926280325,F2,F2017.png,F2067.png,F2032.png,F2067.png,F2016.png,0.3,0.3,0.5,1.89193188684567,2019-03-07-11:12:37,54,F2067.png,1
112_CF_CFS_catch_test,112,1211,Right,6,Catch,CFS,congruent,misaligned,Left,4,1,4.0203136451446,M2,M2198.png,M2142.png,M2198.png,M2142.png,M2201.png,0.3,0.3,0.5,4.02554360469821,2019-03-07-11:14:51,99,M2142.png,1
112_CF_CFS_catch_test,112,1211,Right,7,Catch,CFS,congruent,misaligned,Right,5,1,2.57036657626941,F1,F1059.png,F1015.png,F1046.png,F1002.png,F1059.png,0.3,0.3,0.5,2.57532506280222,2019-03-07-11:15:35,115,F1002.png,0
112_CF_CFS_catch_test,112,1211,Right,8,Catch,CFS,congruent,misaligned,Right,4,0,2.82590757890284,M5,M5146.png,M5152.png,M5146.png,M5152.png,M5154.png,0.3,0.3,0.5,2.83364263997373,2019-03-07-11:17:48,162,M5154.png,0
112_CF_CFS_catch_test,112,1211,Right,9,Catch,CFS,incongruent,misaligned,Right,5,1,3.33505060106108,M4,M4134.png,M4188.png,M4134.png,M4197.png,M4136.png,0.3,0.3,0.5,3.34206679791714,2019-03-07-11:18:49,180,M4197.png,0
112_CF_CFS_catch_test,112,1211,Right,10,Catch,CFS,incongruent,misaligned,Right,4,0,3.35063534458004,F2,F2017.png,F2067.png,F2032.png,F2067.png,F2016.png,0.3,0.3,0.5,3.35872008638762,2019-03-07-11:23:20,275,F2016.png,0
112_CF_monocular_catch_test,112,1211,Right,1,Catch,monocular,incongruent,aligned,Right,4,0,4.40578088635448,F5,F5076.png,F5078.png,F5076.png,F5068.png,F5033.png,0.3,0.3,0.5,4.40898138890952,2019-03-07-11:27:54,12,F5033.png,0
112_CF_monocular_catch_test,112,1211,Right,2,Catch,monocular,incongruent,aligned,Left,4,1,2.60557602441713,M1,M1122.png,M1186.png,M1125.png,M1186.png,M1119.png,0.3,0.3,0.5,2.60855241651916,2019-03-07-11:28:06,16,M1186.png,1
112_CF_monocular_catch_test,112,1211,Right,3,Catch,monocular,congruent,aligned,Left,4,1,4.53017553151858,M5,M5178.png,M5146.png,M5154.png,M5152.png,M5178.png,0.3,0.3,0.5,4.53402542981621,2019-03-07-11:30:43,74,M5152.png,0
112_CF_monocular_catch_test,112,1211,Right,4,Catch,monocular,congruent,aligned,Right,5,1,2.64015525550985,F2,F2016.png,F2032.png,F2016.png,F2032.png,F2017.png,0.3,0.3,0.5,2.65032371129655,2019-03-07-11:30:58,79,F2032.png,1
112_CF_monocular_catch_test,112,1211,Right,5,Catch,monocular,incongruent,aligned,Right,5,1,4.00044103568416,M4,M4136.png,M4134.png,M4136.png,M4188.png,M4197.png,0.3,0.3,0.5,4.00897942073243,2019-03-07-11:37:39,224,M4188.png,0
112_CF_monocular_catch_test,112,1211,Right,6,Catch,monocular,incongruent,misaligned,Right,4,0,3.27530959747037,F5,F5076.png,F5078.png,F5076.png,F5068.png,F5033.png,0.3,0.3,0.5,3.28373067603388,2019-03-07-11:38:44,245,F5033.png,0
112_CF_monocular_catch_test,112,1211,Right,7,Catch,monocular,incongruent,misaligned,Right,4,0,3.57011817292823,M1,M1122.png,M1186.png,M1125.png,M1186.png,M1119.png,0.3,0.3,0.5,3.57547706045443,2019-03-07-11:39:16,251,M1119.png,0
112_CF_monocular_catch_test,112,1211,Right,8,Catch,monocular,congruent,misaligned,Left,4,1,3.83574996253446,M5,M5178.png,M5146.png,M5154.png,M5152.png,M5178.png,0.3,0.3,0.5,3.84220013349022,2019-03-07-11:39:21,252,M5152.png,0
112_CF_monocular_catch_test,112,1211,Right,9,Catch,monocular,congruent,misaligned,Left,5,0,3.30999163092838,F2,F2016.png,F2032.png,F2016.png,F2032.png,F2017.png,0.3,0.3,0.5,3.31711321102011,2019-03-07-11:40:32,278,F2017.png,0
112_CF_monocular_catch_test,112,1211,Right,10,Catch,monocular,incongruent,misaligned,Left,4,1,3.95570003551529,M4,M4136.png,M4134.png,M4136.png,M4188.png,M4197.png,0.3,0.3,0.5,3.9588098674285,2019-03-07-11:40:47,282,M4188.png,0
112_catch_test,112,1211,Right,1,Catch,monocular,congruent,aligned,Left,4,1,4.45632925554946,M2,M2141.png,M2201.png,M2141.png,M2201.png,M2142.png,0.3,0.3,0.5,4.46726060724541,2019-03-07-11:44:16,1,M2201.png,1
112_catch_test,112,1211,Right,2,Catch,monocular,congruent,aligned,Right,5,1,3.26492353214508,F1,F1002.png,F1015.png,F1046.png,F1059.png,F1002.png,0.3,0.3,0.5,3.27554194348795,2019-03-07-11:44:21,2,F1059.png,0
112_catch_test,112,1211,Right,3,Catch,monocular,congruent,aligned,Right,5,1,0.945679389981706,M5,M5146.png,M5154.png,M5146.png,M5154.png,M5152.png,0.3,0.3,0.5,0.95017449477109,2019-03-07-11:44:24,3,M5154.png,1
112_catch_test,112,1211,Right,4,Catch,monocular,incongruent,aligned,Left,4,1,2.1508297561204,M4,M4197.png,M4136.png,M4197.png,M4188.png,M4134.png,0.3,0.3,0.5,2.15864385461828,2019-03-07-11:44:28,4,M4188.png,0
112_catch_test,112,1211,Right,5,Catch,monocular,incongruent,aligned,Right,5,1,1.19459561920485,F2,F2067.png,F2032.png,F2016.png,F2032.png,F2017.png,0.3,0.3,0.5,1.20026304750536,2019-03-07-11:44:32,5,F2032.png,1
112_catch_test,112,1211,Right,6,Catch,monocular,congruent,misaligned,Right,5,1,1.30062312970404,M2,M2141.png,M2201.png,M2141.png,M2201.png,M2142.png,0.3,0.3,0.5,1.30858024830741,2019-03-07-11:44:35,6,M2201.png,1
112_catch_test,112,1211,Right,7,Catch,monocular,congruent,misaligned,Left,4,1,0.825279043174305,F1,F1002.png,F1015.png,F1046.png,F1059.png,F1002.png,0.3,0.3,0.5,0.83337097020285,2019-03-07-11:44:38,7,F1059.png,0
112_catch_test,112,1211,Right,8,Catch,monocular,congruent,misaligned,Right,5,1,0.765063472870679,M5,M5146.png,M5154.png,M5146.png,M5154.png,M5152.png,0.3,0.3,0.5,0.775030058172888,2019-03-07-11:44:41,8,M5154.png,1
112_catch_test,112,1211,Right,9,Catch,monocular,incongruent,misaligned,Right,5,1,1.57515261750723,M4,M4197.png,M4136.png,M4197.png,M4188.png,M4134.png,0.3,0.3,0.5,1.58340604092336,2019-03-07-11:44:45,9,M4188.png,0
112_catch_test,112,1211,Right,10,Catch,monocular,incongruent,misaligned,Right,5,1,0.715057758909097,F2,F2067.png,F2032.png,F2016.png,F2032.png,F2017.png,0.3,0.3,0.5,0.725205685494075,2019-03-07-11:44:48,10,F2032.png,1
112_catch_test,112,1211,Right,11,Catch,monocular,incongruent,aligned,Right,5,1,1.31014696855618,F5,F5076.png,F5068.png,F5076.png,F5078.png,F5033.png,0.3,0.3,0.5,1.3165951908295,2019-03-07-11:44:51,11,F5078.png,0
112_catch_test,112,1211,Right,12,Catch,monocular,incongruent,aligned,Right,5,1,0.780229420673095,M1,M1122.png,M1119.png,M1186.png,M1119.png,M1125.png,0.3,0.3,0.5,0.783452847503213,2019-03-07-11:44:54,12,M1119.png,1
112_catch_test,112,1211,Right,13,Catch,monocular,congruent,aligned,Left,4,1,1.3507438071947,M5,M5154.png,M5152.png,M5178.png,M5146.png,M5154.png,0.3,0.3,0.5,1.3585836971688,2019-03-07-11:44:57,13,M5146.png,0
112_catch_test,112,1211,Right,14,Catch,monocular,congruent,aligned,Left,4,1,0.660036076649703,F2,F2032.png,F2017.png,F2032.png,F2017.png,F2016.png,0.3,0.3,0.5,0.666722779817974,2019-03-07-11:45:00,14,F2017.png,1
112_catch_test,112,1211,Right,15,Catch,monocular,incongruent,aligned,Left,4,1,0.990525773386253,M4,M4188.png,M4134.png,M4188.png,M4197.png,M4136.png,0.3,0.3,0.5,1.00013480842517,2019-03-07-11:45:03,15,M4197.png,0
112_catch_test,112,1211,Right,16,Catch,monocular,incongruent,misaligned,Left,4,1,0.775706495371196,F5,F5076.png,F5068.png,F5076.png,F5078.png,F5033.png,0.3,0.3,0.5,0.783451821042945,2019-03-07-11:45:06,16,F5078.png,0
112_catch_test,112,1211,Right,17,Catch,monocular,incongruent,misaligned,Right,5,1,0.779543403181378,M1,M1122.png,M1119.png,M1186.png,M1119.png,M1125.png,0.3,0.3,0.5,0.783484667766061,2019-03-07-11:45:09,17,M1119.png,1
112_catch_test,112,1211,Right,18,Catch,monocular,congruent,misaligned,Left,4,1,0.614903310881346,M5,M5154.png,M5152.png,M5178.png,M5146.png,M5154.png,0.3,0.3,0.5,0.625113311778478,2019-03-07-11:45:12,18,M5146.png,0
112_catch_test,112,1211,Right,19,Catch,monocular,congruent,misaligned,Left,4,1,0.600070962607788,F2,F2032.png,F2017.png,F2032.png,F2017.png,F2016.png,0.3,0.3,0.5,0.608421215424642,2019-03-07-11:45:15,19,F2017.png,1
112_catch_test,112,1211,Right,20,Catch,monocular,incongruent,misaligned,Left,4,1,0.819902103079585,M4,M4188.png,M4134.png,M4188.png,M4197.png,M4136.png,0.3,0.3,0.5,0.825142866136957,2019-03-07-11:45:18,20,M4197.png,0
112_CF_CFS_catch_test,112,1212,Left,1,Catch,CFS,incongruent,aligned,Left,5,0,2.73009574135722,M3,M3013.png,M3183.png,M3187.png,M3183.png,M3153.png,0.3,0.3,0.5,2.73366816461566,2019-03-07-16:20:57,3,M3153.png,0
112_CF_CFS_catch_test,112,1212,Left,2,Catch,CFS,incongruent,aligned,Right,5,1,1.65042704161169,M4,M4134.png,M4188.png,M4136.png,M4188.png,M4197.png,0.3,0.3,0.5,1.65851417849262,2019-03-07-16:22:18,33,M4188.png,1
112_CF_CFS_catch_test,112,1212,Left,3,Catch,CFS,congruent,aligned,Left,4,1,2.5199697810167,F4,F4020.png,F4040.png,F4018.png,F4064.png,F4020.png,0.3,0.3,0.5,2.52529813533329,2019-03-07-16:22:41,41,F4064.png,0
112_CF_CFS_catch_test,112,1212,Left,4,Catch,CFS,incongruent,aligned,Right,4,0,2.1800155355777,F2,F2032.png,F2016.png,F2032.png,F2067.png,F2017.png,0.3,0.3,0.5,2.18356708748252,2019-03-07-16:24:37,71,F2017.png,0
112_CF_CFS_catch_test,112,1212,Left,5,Catch,CFS,congruent,aligned,Left,4,1,1.58508464532133,M1,M1186.png,M1119.png,M1122.png,M1125.png,M1186.png,0.3,0.3,0.5,1.59189520800646,2019-03-07-16:28:09,131,M1125.png,0
112_CF_CFS_catch_test,112,1212,Left,6,Catch,CFS,incongruent,misaligned,Right,4,0,1.66545339084041,M3,M3013.png,M3183.png,M3187.png,M3183.png,M3153.png,0.3,0.3,0.5,1.67520852536472,2019-03-07-16:28:28,137,M3153.png,0
112_CF_CFS_catch_test,112,1212,Left,7,Catch,CFS,incongruent,misaligned,Left,4,1,2.97509157734748,M4,M4134.png,M4188.png,M4136.png,M4188.png,M4197.png,0.3,0.3,0.5,2.98368373259291,2019-03-07-16:28:35,139,M4188.png,1
112_CF_CFS_catch_test,112,1212,Left,8,Catch,CFS,congruent,misaligned,Right,5,1,1.88064322094942,F4,F4020.png,F4040.png,F4018.png,F4064.png,F4020.png,0.3,0.3,0.5,1.88360353184544,2019-03-07-16:29:41,163,F4064.png,0
112_CF_CFS_catch_test,112,1212,Left,9,Catch,CFS,incongruent,misaligned,Right,4,0,2.43555165044381,F2,F2032.png,F2016.png,F2032.png,F2067.png,F2017.png,0.3,0.3,0.5,2.44197660628924,2019-03-07-16:36:54,300,F2017.png,0
112_CF_CFS_catch_test,112,1212,Left,10,Catch,CFS,congruent,misaligned,Left,4,1,2.03545016775752,M1,M1186.png,M1119.png,M1122.png,M1125.png,M1186.png,0.3,0.3,0.5,2.04189462634531,2019-03-07-16:37:14,307,M1125.png,0
112_CF_monocular_catch_test,112,1212,Left,1,Catch,monocular,incongruent,aligned,Left,5,0,8.0475586331122,M5,M5178.png,M5152.png,M5178.png,M5146.png,M5154.png,0.3,0.3,0.5,8.05110881640212,2019-03-07-16:02:52,17,M5154.png,0
112_CF_monocular_catch_test,112,1212,Left,2,Catch,monocular,incongruent,aligned,Left,4,1,2.77024675416033,M2,M2141.png,M2198.png,M2141.png,M2142.png,M2201.png,0.3,0.3,0.5,2.77528769965284,2019-03-07-16:02:59,19,M2142.png,0
112_CF_monocular_catch_test,112,1212,Left,3,Catch,monocular,congruent,aligned,Left,4,1,2.58989292652768,F3,F3079.png,F3047.png,F3062.png,F3112.png,F3079.png,0.3,0.3,0.5,2.60043261871033,2019-03-07-16:05:32,68,F3112.png,0
112_CF_monocular_catch_test,112,1212,Left,4,Catch,monocular,congruent,aligned,Right,4,0,3.93570596161226,F4,F4064.png,F4040.png,F4018.png,F4020.png,F4064.png,0.3,0.3,0.5,3.94222364101734,2019-03-07-16:06:38,86,F4064.png,0
112_CF_monocular_catch_test,112,1212,Left,5,Catch,monocular,incongruent,aligned,Left,5,0,3.27533115313418,M3,M3013.png,M3153.png,M3183.png,M3153.png,M3187.png,0.3,0.3,0.5,3.28378405196054,2019-03-07-16:07:11,97,M3187.png,0
112_CF_monocular_catch_test,112,1212,Left,6,Catch,monocular,incongruent,misaligned,Right,5,1,2.51586975726968,M5,M5178.png,M5152.png,M5178.png,M5146.png,M5154.png,0.3,0.3,0.5,2.52530429409308,2019-03-07-16:09:42,147,M5146.png,0
112_CF_monocular_catch_test,112,1212,Left,7,Catch,monocular,incongruent,misaligned,Right,4,0,2.22973476955667,M2,M2141.png,M2198.png,M2141.png,M2142.png,M2201.png,0.3,0.3,0.5,2.23365413632928,2019-03-07-16:14:42,234,M2201.png,0
112_CF_monocular_catch_test,112,1212,Left,8,Catch,monocular,congruent,misaligned,Right,5,1,2.22033547453248,F3,F3079.png,F3047.png,F3062.png,F3112.png,F3079.png,0.3,0.3,0.5,2.22534562622241,2019-03-07-16:16:42,272,F3112.png,0
112_CF_monocular_catch_test,112,1212,Left,9,Catch,monocular,congruent,misaligned,Right,5,1,2.09047219216882,F4,F4064.png,F4040.png,F4018.png,F4020.png,F4064.png,0.3,0.3,0.5,2.10031491795235,2019-03-07-16:17:21,286,F4020.png,0
112_CF_monocular_catch_test,112,1212,Left,10,Catch,monocular,incongruent,misaligned,Left,4,1,2.81060408544727,M3,M3013.png,M3153.png,M3183.png,M3153.png,M3187.png,0.3,0.3,0.5,2.81695616262732,2019-03-07-16:18:07,295,M3153.png,1
112_catch_test,112,1212,Left,1,Catch,monocular,incongruent,aligned,Left,5,0,2.8955864269119,M3,M3187.png,M3013.png,M3183.png,M3013.png,M3153.png,0.3,0.3,0.5,2.90040189334104,2019-03-07-16:39:35,1,M3153.png,0
112_catch_test,112,1212,Left,2,Catch,monocular,incongruent,aligned,Left,4,1,1.20010120896768,M4,M4188.png,M4197.png,M4136.png,M4197.png,M4134.png,0.3,0.3,0.5,1.20849594171887,2019-03-07-16:39:38,2,M4197.png,1
112_catch_test,112,1212,Left,3,Catch,monocular,congruent,aligned,Right,4,0,3.12091778218382,F4,F4018.png,F4040.png,F4020.png,F4064.png,F4018.png,0.3,0.3,0.5,3.12531342643706,2019-03-07-16:39:44,3,F4018.png,0
112_catch_test,112,1212,Left,4,Catch,monocular,incongruent,aligned,Right,5,1,1.96549187994242,F2,F2067.png,F2017.png,F2067.png,F2016.png,F2032.png,0.3,0.3,0.5,1.97493018045498,2019-03-07-16:39:48,4,F2016.png,0
112_catch_test,112,1212,Left,5,Catch,monocular,congruent,aligned,Left,4,1,2.2555201312789,M1,M1186.png,M1119.png,M1125.png,M1122.png,M1186.png,0.3,0.3,0.5,2.25849926060619,2019-03-07-16:39:52,5,M1122.png,0
112_catch_test,112,1212,Left,6,Catch,monocular,incongruent,misaligned,Left,4,1,1.38593256978493,M3,M3187.png,M3013.png,M3183.png,M3013.png,M3153.png,0.3,0.3,0.5,1.39189443985015,2019-03-07-16:39:56,6,M3013.png,1
112_catch_test,112,1212,Left,7,Catch,monocular,incongruent,misaligned,Left,4,1,0.900321829452878,M4,M4188.png,M4197.png,M4136.png,M4197.png,M4134.png,0.3,0.3,0.5,0.908505795734527,2019-03-07-16:39:59,7,M4197.png,1
112_catch_test,112,1212,Left,8,Catch,monocular,congruent,misaligned,Right,5,1,1.30506652922122,F4,F4018.png,F4040.png,F4020.png,F4064.png,F4018.png,0.3,0.3,0.5,1.30843605553673,2019-03-07-16:40:02,8,F4064.png,0
112_catch_test,112,1212,Left,9,Catch,monocular,incongruent,misaligned,Right,4,0,1.23960623622406,F2,F2067.png,F2017.png,F2067.png,F2016.png,F2032.png,0.3,0.3,0.5,1.25026568208341,2019-03-07-16:40:06,9,F2032.png,0
112_catch_test,112,1212,Left,10,Catch,monocular,congruent,misaligned,Left,4,1,1.38558459981141,M1,M1186.png,M1119.png,M1125.png,M1122.png,M1186.png,0.3,0.3,0.5,1.39177073261089,2019-03-07-16:40:09,10,M1122.png,0
112_catch_test,112,1212,Left,11,Catch,monocular,incongruent,aligned,Right,5,1,1.03498929021589,M5,M5154.png,M5146.png,M5154.png,M5152.png,M5178.png,0.3,0.3,0.5,1.04178308738483,2019-03-07-16:40:12,11,M5152.png,0
112_catch_test,112,1212,Left,12,Catch,monocular,incongruent,aligned,Right,5,1,1.14045806123613,M2,M2201.png,M2141.png,M2201.png,M2198.png,M2142.png,0.3,0.3,0.5,1.15009686361736,2019-03-07-16:40:15,12,M2198.png,0
112_catch_test,112,1212,Left,13,Catch,monocular,congruent,aligned,Left,5,0,0.970605946764408,F3,F3112.png,F3079.png,F3062.png,F3047.png,F3112.png,0.3,0.3,0.5,0.975169246161386,2019-03-07-16:40:19,13,F3112.png,0
112_catch_test,112,1212,Left,14,Catch,monocular,congruent,aligned,Right,5,1,1.18039385958036,F4,F4040.png,F4020.png,F4064.png,F4018.png,F4040.png,0.3,0.3,0.5,1.18347152907518,2019-03-07-16:40:22,14,F4018.png,0
112_catch_test,112,1212,Left,15,Catch,monocular,incongruent,aligned,Right,5,1,1.07992189322977,M3,M3183.png,M3187.png,M3153.png,M3187.png,M3013.png,0.3,0.3,0.5,1.08356411577552,2019-03-07-16:40:25,15,M3187.png,1
112_catch_test,112,1212,Left,16,Catch,monocular,incongruent,misaligned,Left,4,1,0.935358333797922,M5,M5154.png,M5146.png,M5154.png,M5152.png,M5178.png,0.3,0.3,0.5,0.941913307920913,2019-03-07-16:40:28,16,M5152.png,0
112_catch_test,112,1212,Left,17,Catch,monocular,incongruent,misaligned,Right,5,1,8.14502204494056,M2,M2201.png,M2141.png,M2201.png,M2198.png,M2142.png,0.3,0.3,0.5,8.15104951503235,2019-03-07-16:40:38,17,M2198.png,0
112_catch_test,112,1212,Left,18,Catch,monocular,congruent,misaligned,Left,4,1,5.29513601622602,F3,F3112.png,F3079.png,F3062.png,F3047.png,F3112.png,0.3,0.3,0.5,5.30060123188741,2019-03-07-16:40:46,18,F3047.png,0
112_catch_test,112,1212,Left,19,Catch,monocular,congruent,misaligned,Right,5,1,1.15578174174152,F4,F4040.png,F4020.png,F4064.png,F4018.png,F4040.png,0.3,0.3,0.5,1.16684698149038,2019-03-07-16:40:49,19,F4018.png,0
112_catch_test,112,1212,Left,20,Catch,monocular,incongruent,misaligned,Left,4,1,0.870173328050441,M3,M3183.png,M3187.png,M3153.png,M3187.png,M3013.png,0.3,0.3,0.5,0.875163485605299,2019-03-07-16:40:52,20,M3187.png,1
112_CF_CFS_catch_test,112,1213,Right,1,Catch,CFS,incongruent,aligned,Left,5,0,6.62308248701811,F1,F1002.png,F1046.png,F1002.png,F1015.png,F1059.png,0.3,0.3,0.5,6.63422779065513,2019-03-07-16:55:11,3,F1059.png,0
112_CF_CFS_catch_test,112,1213,Right,2,Catch,CFS,incongruent,aligned,Left,4,1,7.9184528782971,F3,F3079.png,F3047.png,F3079.png,F3112.png,F3062.png,0.3,0.3,0.5,7.92600249224415,2019-03-07-16:56:10,18,F3112.png,0
112_CF_CFS_catch_test,112,1213,Right,3,Catch,CFS,incongruent,aligned,Right,4,0,7.61125629819071,M4,M4134.png,M4136.png,M4134.png,M4188.png,M4197.png,0.3,0.3,0.5,7.61753583885729,2019-03-07-16:56:47,25,M4197.png,0
112_CF_CFS_catch_test,112,1213,Right,4,Catch,CFS,incongruent,aligned,Left,4,1,4.55137614092018,M2,M2201.png,M2142.png,M2198.png,M2142.png,M2141.png,0.3,0.3,0.5,4.55886348295826,2019-03-07-17:00:00,81,M2142.png,1
112_CF_CFS_catch_test,112,1213,Right,5,Catch,CFS,incongruent,aligned,Right,5,1,5.62580397486454,F4,F4018.png,F4064.png,F4018.png,F4020.png,F4040.png,0.3,0.3,0.5,5.63392566923358,2019-03-07-17:02:09,120,F4020.png,0
112_CF_CFS_catch_test,112,1213,Right,6,Catch,CFS,incongruent,misaligned,Right,5,1,4.00482881040807,F1,F1002.png,F1046.png,F1002.png,F1015.png,F1059.png,0.3,0.3,0.5,4.00896969341557,2019-03-07-17:02:55,131,F1015.png,0
112_CF_CFS_catch_test,112,1213,Right,7,Catch,CFS,incongruent,misaligned,Left,4,1,3.78589205882599,F3,F3079.png,F3047.png,F3079.png,F3112.png,F3062.png,0.3,0.3,0.5,3.79215996628045,2019-03-07-17:07:36,221,F3112.png,0
112_CF_CFS_catch_test,112,1213,Right,8,Catch,CFS,incongruent,misaligned,Left,4,1,3.62531298479007,M4,M4134.png,M4136.png,M4134.png,M4188.png,M4197.png,0.3,0.3,0.5,3.63392395846677,2019-03-07-17:08:04,230,M4188.png,0
112_CF_CFS_catch_test,112,1213,Right,9,Catch,CFS,incongruent,misaligned,Right,4,0,2.1058114655425,M2,M2201.png,M2142.png,M2198.png,M2142.png,M2141.png,0.3,0.3,0.5,2.10842072708692,2019-03-07-17:10:18,276,M2141.png,0
112_CF_CFS_catch_test,112,1213,Right,10,Catch,CFS,incongruent,misaligned,Right,5,1,7.69586500817968,F4,F4018.png,F4064.png,F4018.png,F4020.png,F4040.png,0.3,0.3,0.5,7.70095214437606,2019-03-07-17:11:25,295,F4020.png,0
112_CF_monocular_catch_test,112,1213,Right,1,Catch,monocular,congruent,aligned,Left,4,1,3.83093175887916,F2,F2016.png,F2067.png,F2016.png,F2067.png,F2017.png,0.3,0.3,0.5,3.84217012823137,2019-03-07-17:14:35,7,F2067.png,1
112_CF_monocular_catch_test,112,1213,Right,2,Catch,monocular,congruent,aligned,Right,5,1,1.56469606858809,F4,F4020.png,F4064.png,F4020.png,F4064.png,F4018.png,0.3,0.3,0.5,1.57518341131072,2019-03-07-17:15:08,16,F4064.png,1
112_CF_monocular_catch_test,112,1213,Right,3,Catch,monocular,incongruent,aligned,Right,5,1,2.44562669836523,M3,M3013.png,M3153.png,M3183.png,M3153.png,M3187.png,0.3,0.3,0.5,2.45022900324693,2019-03-07-17:15:34,24,M3153.png,1
112_CF_monocular_catch_test,112,1213,Right,4,Catch,monocular,congruent,aligned,Right,5,1,1.46548493738374,M2,M2198.png,M2142.png,M2198.png,M2142.png,M2141.png,0.3,0.3,0.5,1.47524212482676,2019-03-07-17:16:04,34,M2142.png,1
112_CF_monocular_catch_test,112,1213,Right,5,Catch,monocular,incongruent,aligned,Right,5,1,5.01528809655429,M5,M5154.png,M5152.png,M5154.png,M5178.png,M5146.png,0.3,0.3,0.5,5.02569811261492,2019-03-07-17:20:18,115,M5178.png,0
112_CF_monocular_catch_test,112,1213,Right,6,Catch,monocular,congruent,misaligned,Left,4,1,2.00013070258501,F2,F2016.png,F2067.png,F2016.png,F2067.png,F2017.png,0.3,0.3,0.5,2.00874142803514,2019-03-07-17:21:55,145,F2067.png,1
112_CF_monocular_catch_test,112,1213,Right,7,Catch,monocular,congruent,misaligned,Left,4,1,1.824963577772,F4,F4020.png,F4064.png,F4020.png,F4064.png,F4018.png,0.3,0.3,0.5,1.83368759848236,2019-03-07-17:22:07,149,F4064.png,1
112_CF_monocular_catch_test,112,1213,Right,8,Catch,monocular,incongruent,misaligned,Right,5,1,2.71013246125221,M3,M3013.png,M3153.png,M3183.png,M3153.png,M3187.png,0.3,0.3,0.5,2.71711752215197,2019-03-07-17:22:31,157,M3153.png,1
