"Viewing","Participant","Congruency","Alignment","dprime","Count"
"CFS","8215","incongruent","aligned",1.56083390220183,40
"CFS","8215","incongruent","misaligned",1.49019557966367,40
"CFS","8216","congruent","aligned",1.73531375571448,40
"CFS","8216","congruent","misaligned",1.62864989721125,40
"CFS","8216","incongruent","aligned",1.02468803352093,40
"CFS","8216","incongruent","misaligned",1.60019092950898,40
"CFS","8217","congruent","aligned",2.28115270451137,40
"CFS","8217","congruent","misaligned",2.21614085661808,40
"CFS","8217","incongruent","aligned",1.27224987623856,40
"CFS","8217","incongruent","misaligned",1.74810950641849,40
"CFS","8218","congruent","aligned",2.79520300732748,40
"CFS","8218","congruent","misaligned",2.28115270451137,40
"CFS","8218","incongruent","aligned",2.47596486043225,40
"CFS","8218","incongruent","misaligned",2.08493867144949,40
"CFS","8221","congruent","aligned",2.48647486052439,40
"CFS","8221","congruent","misaligned",3.27783611709874,40
"CFS","8221","incongruent","aligned",2.28115270451137,40
"CFS","8221","incongruent","misaligned",2.12317279911752,40
"CFS","8222","congruent","aligned",3.60481761149153,40
"CFS","8222","congruent","misaligned",3.60481761149153,40
"CFS","8222","incongruent","aligned",3.39175210798095,40
"CFS","8222","incongruent","misaligned",3.91992796908011,40
"CFS","8223","congruent","aligned",2.21614085661808,40
"CFS","8223","congruent","misaligned",1.99197061394892,40
"CFS","8223","incongruent","aligned",2.07286677898758,40
"CFS","8223","incongruent","misaligned",1.71092313968987,40
"CFS","8224","congruent","aligned",2.31798495503839,40
"CFS","8224","congruent","misaligned",2.87906294187691,40
"CFS","8224","incongruent","aligned",2.37412076201194,40
"CFS","8224","incongruent","misaligned",2.79520300732748,40
"CFS","8225","congruent","aligned",2.28115270451137,40
"CFS","8225","congruent","misaligned",3.17599201867843,40
"CFS","8225","incongruent","aligned",3.28970725390294,40
"CFS","8225","incongruent","misaligned",3.24151555008465,40
"CFS","8227","congruent","aligned",1.90576440673648,40
"CFS","8227","congruent","misaligned",2.72108303648306,40
"CFS","8227","incongruent","aligned",1.97102268056727,40
"CFS","8227","incongruent","misaligned",2.57944291802495,40
"CFS","8228","congruent","aligned",2.92640519249607,40
"CFS","8228","congruent","misaligned",2.79520300732748,40
"CFS","8228","incongruent","aligned",3.52295429314955,40
"CFS","8228","incongruent","misaligned",2.79520300732748,40
"CFS","8229","congruent","aligned",1.79184841585426,40
"CFS","8229","congruent","misaligned",1.82483913057209,40
"CFS","8229","incongruent","aligned",2.03696659190507,40
"CFS","8229","incongruent","misaligned",1.27981553906851,40
"CFS","8230","congruent","aligned",3.17599201867843,40
"CFS","8230","congruent","misaligned",2.63445373473614,40
"CFS","8230","incongruent","aligned",3.17599201867843,40
"CFS","8230","incongruent","misaligned",2.68128701644526,40
"CFS","8233","congruent","aligned",2.72108303648306,40
"CFS","8233","congruent","misaligned",2.79520300732748,40
"CFS","8233","incongruent","aligned",2.47596486043225,40
"CFS","8233","incongruent","misaligned",2.21614085661808,40
"CFS","8234","congruent","aligned",2.79520300732748,40
"CFS","8234","congruent","misaligned",3.91992796908011,40
"CFS","8234","incongruent","aligned",2.72108303648306,40
"CFS","8234","incongruent","misaligned",3.91992796908011,40
"monocular","8201","congruent","aligned",2.68128701644526,40
"monocular","8201","congruent","misaligned",1.71092313968987,40
"monocular","8201","incongruent","aligned",1.90576440673648,40
"monocular","8201","incongruent","misaligned",1.86917858214696,40
"monocular","8202","congruent","aligned",2.89455327561353,40
"monocular","8202","congruent","misaligned",1.73531375571448,40
"monocular","8202","incongruent","aligned",1.90576440673648,40
"monocular","8202","incongruent","misaligned",1.28978049262959,40
"monocular","8203","congruent","aligned",3.28970725390294,40
"monocular","8203","congruent","misaligned",3.91992796908011,40
"monocular","8203","incongruent","aligned",2.43190094592061,40
"monocular","8203","incongruent","misaligned",2.72108303648306,40
"monocular","8204","congruent","aligned",1.5348986686804,40
"monocular","8204","congruent","misaligned",1.64485362695147,40
"monocular","8204","incongruent","aligned",1.14073549276804,40
"monocular","8204","incongruent","misaligned",1.37682469299524,40
"monocular","8205","congruent","aligned",4.48280545520989,40
"monocular","8205","congruent","misaligned",4.48280545520989,40
"monocular","8205","incongruent","aligned",3.91992796908011,40
"monocular","8205","incongruent","misaligned",4.201366712145,40
"monocular","8206","congruent","aligned",3.6809341985434,40
"monocular","8206","congruent","misaligned",2.99639737403384,40
"monocular","8206","incongruent","aligned",3.24151555008465,40
"monocular","8206","incongruent","misaligned",3.91992796908011,40
"monocular","8207","congruent","aligned",3.91992796908011,40
"monocular","8207","congruent","misaligned",3.88625635455642,40
"monocular","8207","incongruent","aligned",2.31798495503839,40
"monocular","8207","incongruent","misaligned",3.6809341985434,40
"monocular","8208","congruent","aligned",3.60481761149153,40
"monocular","8208","congruent","misaligned",2.99639737403384,40
"monocular","8208","incongruent","aligned",2.89455327561353,40
"monocular","8208","incongruent","misaligned",3.08438509788993,40
"monocular","8209","congruent","aligned",3.88625635455642,40
"monocular","8209","congruent","misaligned",2.87906294187691,40
"monocular","8209","incongruent","aligned",1.9639319836465,40
"monocular","8209","incongruent","misaligned",3.6809341985434,40
"monocular","8210","congruent","aligned",2.30069876075202,40
"monocular","8210","congruent","misaligned",2.48436449724809,40
"monocular","8210","incongruent","aligned",1.42990477655655,40
"monocular","8210","incongruent","misaligned",1.71092313968987,40
"monocular","8212","congruent","aligned",2.92640519249607,40
"monocular","8212","congruent","misaligned",1.90576440673648,40
"monocular","8212","incongruent","aligned",1.77621052464639,40
"monocular","8212","incongruent","misaligned",1.516110983769,40
"monocular","8213","congruent","aligned",3.39949545547851,40
"monocular","8213","congruent","misaligned",2.99639737403384,40
"monocular","8213","incongruent","aligned",1.97102268056727,40
"monocular","8213","incongruent","misaligned",2.87906294187691,40
"monocular","8214","congruent","aligned",2.37412076201194,40
"monocular","8214","congruent","misaligned",2.21614085661808,40
"monocular","8214","incongruent","aligned",3.60481761149153,40
"monocular","8214","incongruent","misaligned",2.68128701644526,40
"monocular","8215","congruent","aligned",2.63445373473614,40
"monocular","8215","congruent","misaligned",2.19494649729893,40
"monocular","8215","incongruent","aligned",1.07405439032484,40
"monocular","8215","incongruent","misaligned",1.60411157054589,40
"monocular","8216","congruent","aligned",1.89329366110834,40
"monocular","8216","congruent","misaligned",1.53566984678358,40
"monocular","8216","incongruent","aligned",1.12089210697408,40
"monocular","8216","incongruent","misaligned",1.75817083490283,40
"monocular","8217","congruent","aligned",2.11402122113454,40
"monocular","8217","congruent","misaligned",1.38835148124336,40
"monocular","8217","incongruent","aligned",1.16209473634886,40
"monocular","8217","incongruent","misaligned",1.75817083490283,40
"monocular","8218","congruent","aligned",2.72108303648306,40
"monocular","8218","congruent","misaligned",2.72108303648306,40
"monocular","8218","incongruent","aligned",2.08493867144949,40
"monocular","8218","incongruent","misaligned",2.80158521811297,40
"monocular","8221","congruent","aligned",3.27783611709874,40
"monocular","8221","congruent","misaligned",2.91589247780103,40
"monocular","8221","incongruent","aligned",2.21331108767585,40
"monocular","8221","incongruent","misaligned",2.63445373473614,40
"monocular","8222","congruent","aligned",3.39949545547851,40
"monocular","8222","congruent","misaligned",2.89455327561353,40
"monocular","8222","incongruent","aligned",2.79520300732748,40
"monocular","8222","incongruent","misaligned",3.24151555008465,40
"monocular","8223","congruent","aligned",3.60481761149153,40
"monocular","8223","congruent","misaligned",2.87906294187691,40
"monocular","8223","incongruent","aligned",3.24151555008465,40
"monocular","8223","incongruent","misaligned",1.79184841585426,40
"monocular","8224","congruent","aligned",3.60481761149153,40
"monocular","8224","congruent","misaligned",2.68128701644526,40
"monocular","8224","incongruent","aligned",2.07286677898758,40
"monocular","8224","incongruent","misaligned",2.12317279911752,40
"monocular","8225","congruent","aligned",3.27783611709874,40
"monocular","8225","congruent","misaligned",2.76580324031299,40
"monocular","8225","incongruent","aligned",2.99639737403384,40
"monocular","8225","incongruent","misaligned",3.24151555008465,40
"monocular","8227","congruent","aligned",2.1867827698698,40
"monocular","8227","congruent","misaligned",1.82483913057209,40
"monocular","8227","incongruent","aligned",1.74810950641849,40
"monocular","8227","incongruent","misaligned",1.87931169158708,40
"monocular","8228","congruent","aligned",3.28970725390294,40
"monocular","8228","congruent","misaligned",3.39949545547851,40
"monocular","8228","incongruent","aligned",3.39175210798095,40
"monocular","8228","incongruent","misaligned",3.52295429314955,40
"monocular","8229","congruent","aligned",2.37412076201194,40
"monocular","8229","congruent","misaligned",2.48647486052439,40
"monocular","8229","incongruent","aligned",2.28115270451137,40
"monocular","8229","incongruent","misaligned",3.17599201867843,40
"monocular","8230","congruent","aligned",2.40026865331194,40
"monocular","8230","congruent","misaligned",2.83916285364742,40
"monocular","8230","incongruent","aligned",2.76580324031299,40
"monocular","8230","incongruent","misaligned",2.49474983074075,40
"monocular","8233","congruent","aligned",2.58988085131446,40
"monocular","8233","congruent","misaligned",2.58988085131446,40
"monocular","8233","incongruent","aligned",1.8780546230667,40
"monocular","8233","incongruent","misaligned",1.97102268056727,40
"monocular","8234","congruent","aligned",2.92640519249607,40
"monocular","8234","congruent","misaligned",3.39949545547851,40
"monocular","8234","incongruent","aligned",2.58988085131446,40
"monocular","8234","incongruent","misaligned",3.6809341985434,40
